tier_1	comments
else	Have tracking information for incoming packages from Lenovo
else	Better contact
else	Laptop not updated even after requsting.
else	Be better reachable, communicate in your team and update the customer
else	The issue we had was hardware issue and Lenovo are not able to tell which part of faulty. What they can do to speed up the process, is to bring the entire machine to site and replace it until problem resolved.
else	lots of paper work/ they have lots of units / could be faster
else	The quality of the part is in question as the laptop was not charging. I know the power supply was good but the battery could have been faulty or the newly installed system board was bad.
else	Waiting for technician to contact me.
else	When you say you will call back after the weekend  to fix the simple issue you couldnt resolve after multiple attempts previously. Then you could actually call back rather than not follow up or keep to your promise. (Call back when you say you will)
else	Reiterating the previous comment: Use full addresses when shipping.  Too many incidents of delayed returns because you failed to include the full address of my location.
else	We received a phone to replace one that went bad after 6 months. Received timely!
else	Keep people updated about how long it is going to take
else	It was hard to get correct call number from your website.
else	you can improve the distinction between your product parts so that you do not send out the wrong parts for repair in my case you sent the wrong screen out and my repair could not be done on site. i was then required to send it end and your company could not find information on my device and it took a total of 3 weeks to get my machine back
else	It's been over a month and I am still waiting for a supervisor to contact me as promised.
else	1. Dont transfer me from department to department 2. Actually solve my issue and stop making me run around
else	Keep customers up to date and also liaise with the shipping company better to assure product is collected and returned in a timely manner.
else	no response received
else	wrong part was sent even thou the required part was clearly communicated.  Tech had to request the part and make another trip out
else	Till today no updates on the quote for repair.
else	Have to improve a lot, this request was taken almost a month due parts are not available in store, keep maintain in stock well.
else	Provide an advance exchange or new replacement for units that originally ship with a defect.
else	The attendent was very unprofessional and my mobile problems still remains
else	less hold time on phone
else	As I said in the previous statement, improve the packaging quality on return items. If the pc is broken when it returns (for a different reason) it defeats the purpose.
else	Get the parts in stock and get better engineers
else	The solutions suggested to our problem were not appropriate and when I mentioned consulting the Australian Consumer Law ALL correspondence was ceased by your staff. Not really acceptable! Now our replacement laptop is displaying the same problem as the initial one!
else	Still awaiting feedback on my son's Ipad repair
else	Please provide us with updates, send us emails on the ETA of the order. Engineers should give us a call to update us on when they are expected to arrive (not 30 minutes to an hour before, as we had to adjust our schedule especially meetings to cater to the engineer coming on site). The engineer also specified that we should be the one arranging this with the engineer, but how are we meant to do that if we don't know their phone number.
else	Have more technical experienced call center personell.
else	The gentleman who came with the replacement motherboard came with a faulty unit. We have had similar incidents with a lot of our service requests and I think my boss is about to send an email to raise this issue with our Lenovo account manager.
else	Stand by more parts for onsite support incase the parts is not appropriate or wrong parts model.
else	Not take 4 days to respond after I paid for premium support. I ended up resolving the issue myself.
else	The phone I had had better camera and screen resolution. The replacement device although was mentioned an upgrade had low resolution camera than the one I had and the screen resolution was way lower too.
else	Avoid system update crashes
else	Nobody contacted me
else	By not calling daily for feedback.
else	Well, Just improve your timing of service for replacement of part. Because i have taken follow-up to Lenovo support for etlist 1 week and Then i get the proper solution. Actually this type of follow-up should has been by your side to setisfy the customer.
else	Explanation of what the repair or repairs would entail. My unit just wouldn't fire up or open the computer. Deemed loos parts (???) Never explained what, why, or how they would have been loose except from the manufacturing process.  What was the most disappointing of the process you've wiped out my programs. Such as my  browser, favorites, Office, personal files, pictures, security, trouble shooting apps, documents saved, etc. Returned with just the installed package of Windows 10. Originally told over the phone this would not happen. Then never mentioned in the return info document. This creates an additional cost/expense on my part to have these essentials replaced.
else	The laptop was returned but still faulty so has had to go back again.
else	your service provider partner not good
else	Waiting for a call to replace my other part.
else	Improve your shipment of parts
else	Replace Quality parts
else	Stop calling 3 times per day to follow-up on emails. I have a full-time job.Bounce my request to a service center, so that I now have to spend 4 hours going there without any idea of what the next steps are.
else	Some technical engineers/ workers can't speak English and can't understand English, so it was difficult to communicate with them.
else	I received a machine that was broken from the time I took it out of the box. Staff refused to fix it under warranty.Fixing it would cost as much as buying a new laptop. This was my 2nd Lenovo purchased. I will never purchase another.
else	You missed my power adapter, never received back even after I complained about it..
else	Not make customers wait for multiple weeks to repair broken product
else	Maybe you need to have telephone Contacts at Paya Lebar Servlink as there are no Phone nos. for contact.
else	we received the computer back but on the work preformed there was nothing done. Please advise
else	Wrong serial number and model led to weeks of delay to an eventual closure of the case without resolution
else	Make sure the laptop goes to the correct return address, 6911 Creditview Road,  and not the Warehouse at 6901 Creditview Road.   It ends up on a Purolator skid and gets shipped to the warehouse.   We are not notified the laptop has been returned and it gets lost.
else	The support claim that there is no issues with my laptop from the diagnostic report but still insisted on doing a factory reset over the phone. His tone wasn't nice and wanted me to do it immediately over the phone when I haven't had the chance to do any backup.
else	If the product fails from no fault of the consumer, the warranty process should include local brick and mortar for returning.  Also there should be no additional cost to have same day expedited service.
else	Prompter notification of machine being returned
else	Improve your next day onsite service response time.  Also, improve the premier follow-up support.
else	the parts waiting time
else	Your turn around time for regular Depot service is way to slow for a school district.  (Going to your regular Kentucky repair/depot facility.)  We have over 1000 Lenovo Chromebooks in our school, and some repairs have taken almost 3 months!   This will cost you business with Schools!
else	Not be transferred to so many people.
else	Please cross check any part  properly before sending to customer end.  In my case I got the working/ good HDD 3rd times arrival. rest 2 times I got faulty HDD also checked  & confirmed by service engineer. It will save time, resources, and extra expense for delivery many times of same part for lenovo & customer satisfaction for time bound resolution.
else	I received my new replacement phone very quickly and there were no problems with exchange
else	Don't charge to return an item under warranty. Better repair times.
else	Laptop has same error code and is not working
else	Return calls and let customer know whats going on.I have yet to hear from you guys about my non functioning Lenovo laptop.
else	Don't bring/send only the most likely part, but enough to fix it, if it isn't the most likely part.
else	Take full onwership of fix, please ask me to call another department for a replacement.
else	Firstly, I  would like to inquire why do you sell a computer with window 10 and there is no space for update for a 32G computer.?Windows 10 ,lastest security updates always pop up. I have email to your service online  and was told  that I can purchase a micro sd for the space issue.When I went to the service center the gentlemen who assist me was saying the the micro sd cannot be use to update of windows 10. ?And the only way to resolve the space issue was to do a recovery for the computer.The next day I went to the center to do the recovery/reboot. It took me more than 5 hours which 1 1/2 hours was wasted as the USB you gave us was not working properly.Now the issue of the window update is still not solved and the lastest pop up is Activate Windows?It was a big disappointment to purchase this computer as the person who sell this computer do not explain properly.He said that I can use to watch video and do emails like every other computer and even suggested to  me to purchase Microsoft words . which i was glad that I did not purchase as there no space.I hope to hear from you soon to resolve the above problemsRegards
else	On time resolution is required
else	I two years i sent my laptop  for repair 3 times and i fee to send it for 4th time because problem not solved yet
else	Late delivery,poor technical skills and tampered my mobile phone board
else	Phone support wait time to get a rep on the line was a little long.
else	better follow up, techs have been unable to find the FRU for the part  3 incident tickets opened.  First 2 were never completed or received a call after first tech was on site and could not locate the correct.  Over 60 days to complete.  Lenovo dropped the ball.case# 4052K4Pcase# 405VRPcase 405LTRN
else	Customer service and better technical staff
else	The customer rep was very unprofessional. Not only she looked up the incorrect information, and I requested her to check again, she simply hung up in the chat session. I called in to the support line and talked to a customer rep who is very helpful.
else	Resolve ambiguity in return process... pdf with return label and condition form was sent. Unexpectedly a return box was sent with the same label and form.
else	By building better computers and replacement parts.
else	there was an issue with the replacement part being delivered to the wrong address, but this might have been the delivery company's fault
else	I dont know. The service guy had come 5 times already to fix the issue. But he failed even after persistent effort. My laptop is still unusable for last 5 months. Extremely unsatisfied. I dont see why I bought extended warranty from Lenovo.
else	better screen resolution;ution for my aging eyes like Apple's retina Display
else	Please provide engineer who is better technical experienced.
else	delayed parts and service. still not fixed? drive does not show in BIOS.
else	The first time, the customer rep said to keep the computer going because of a firmware update.  When that didn't work, I called back and was able to fix the issue.No complaints.
else	I originally opened this case on 05/02/18 (4065QSS)  never received a box. Another case was opened on  07/06/18 (406CF54)/ . this doesn't reference the Case number that you just sent me ? This has been an ongoing problem recently and I'm not sure why ? I want Parts replaced only and I get boxes, etc... Something has changed with service dramatically and not for the good ! I would appreciate a phone call to discuss please as this is getting frustrating since we have 300 Lenovo's ! Also there has been a recent change in the environmental policy which I didn't know about regarding AC Adapters, Line cords, DVD drives, and even batteries! I need to discuss with someone rather quickly to discuss this new policy.Regards, Algis Zyle - 216.256.9127 - zyle@cbhs.edu
else	Fix the item before returning it
else	Make installation instructions easier to find
else	There was no tracking at all after shipping off the laptop.
else	Standby the commitment from the technical teams. Managers hold to the promises made and act in a timelymanner
else	Ensure onsite technicians are knowledgeable of Lenovo products and show some care towards (from my POV) expensive equipment.
else	The replacement part we were send was a HDD and not an SSD. This obviously negatively impacts performance of the PC
else	improved in part availabity and shorten the time needed for part arrival
else	I was without a fully functioning laptop for over two months due in huge part to misinformation on how to get warranty repairs, and no phone number to call. And then my charger was not returned, which added another eight days.
else	The speakers stopped working for a few days but started working again a day before the technician came by. The technician checked my device carefully but could not detect any problems. I do not think that the service could have been better at this point, just that I am still confused as to why my technical problem ocured in the first place. I would have liked to have an explanation for the speakers to stop working.
else	When you have next business day support, make sure you communicate in a timely manner and have a mechanism where I can check updates without having to email/call someone.
else	you could fix all problem in one time and do dis faster
else	Speed up repair times.
else	Provide service promptly, do not stretch cases out for months, do not cancel cases without contacting me, do not enter false records in MTSA, do not add spurious addresses to my file, remove existing false addresses, provide printable labels instead of boxes to cut resolution time in half, support bulk CRU requests.
else	Send a more professional technician.
else	Please put me on your do not contact list.
else	Send the right parts.  Make sure on site engineers you are sending are better than our technical personnel.  We tried to replace 1 unit with defective motherboard and it only took us 20 minutes including testing.  Your engineers most often takes more than 1 hour to replace parts and test.  I should have choose rating below zero. The only problem of this laptop was that  it thus not turn on.  Upon replacing the motherboard,  later discovered that the keyboard is defective and the battery wont charge and unit has no sound both on speaker and headset even if we installed the latest driver as per end user( a manager) the only problem she encountered was that the unit wont turn on.Serial number of the unit wasn't registered on the Mboard since the service engineer did not bring the software to perform the operation.  Until now service engineer did not return to change the MBOARD settings with regards to the unit's serial number.   All of us in our team are very disappointed and I have recommend not to buy Lenovo products on our next or upcoming purchases.
else	last few times I don't get any emails so end up calling to see where we are at. Maybe something wrong with the website.
else	I didn't anticipate a choice for the return. I received the replacement within 7 days. Very prompt.
else	Fix problem and handle laptop appropriately so it is not returned with extra furdamage
else	Dont charge an arm and a leg for a peice of plastic. The price quoted for the plastic cover that has no electronics in it is almost the price of a new laptop. Compare this with my experience with Apple where they did a free replacement of iPad when I had a cracked glass.
else	address was incorrect on parts order - so took longer to get here
else	I am still waiting for my computer to be returned to me
else	my product was returned trashed. Customer service took no responsibility. needs to be honest and helpful not slow and evasive
else	Increase storage on idea pad so as to support windows 10 updates.
else	Tolld part wouldn't be in for month, then I asked for replacement of laptop, also taking long time for response
else	I had to wait for the warranty update which was my disappointment. Because of it, I had to come another day for service. Update of warranty should be done even before visiting service center if it's possible. Because, what if I don't have updated warranty and it's there last day of the warranty to get the service. That's not fair.
else	Taking To much time for resolution
else	Lenovo didn't call back with a solution as promised
else	Service Team is complete unprofessional and un-responsive. I had to wait for more than a week for the service which I was supposed receive within 48 hrs.
else	Fix my machine and do not send me surveys about telephone support I have not received.
else	Give updates
else	Actually respond to my request
else	Im still waiting for something to be mailed to me
else	A little miscommunication on return packaging- who's to provide it- myself, you, or the courier. Eventually the courier picked up the responsibilty, as I thought was there's antway. This only delayed the return by 1 day anyway. I was unaware of the progress in repairs to my laptop because, as I discovered on it's return, you had diligently updated me by e-mail. There lies the problem- my laptop, my only method of internet access, as my mobile phone is well out of date, was with yourselves being repaired. I could, therefore not read any of your messages. Texts would have been far more useful. Despite these relatively minor hiccups, I can find no fault with the Lenovo product, nor any of its staff. I would ave no hesitation recommending either to anyone. Thank you.
else	Faster shipping, faster repair.
else	Make better laptops and if a laptop does have issues have a more efficient system for repairing them and communicating to customers about the repairs.
else	Device returned to wrongnperson
else	"Have better quality control when returning merchandise. When I received my ""repaired"" laptop back I immediately noticed a light spot inside the screen, the system runs noticeably slower, and there is now a clicking sound any time the laptop is on. While my original issue was solved, I would not have sent it in for repair if I had known this would be the result."
else	Have spare parts on hand
else	Allow better control of return delivery. It's not possible to tell UPS you won't be in to receive the parcel if you know you'll be at work. Would be more efficient to either let people specify a date or have the option to be returned to a different address if the delivery will be made on a weekday (ie a work address).
else	The phone number had me going around in circles very difficult to get to where I wanted to go. Tablet not guaranteed for faults argos was going to exchange if I had a number given to me by Lenovo but they would only give one in first 30 days not 6 months. Beware of downloading updates
else	The stylus pen was not returned.
else	Kindly send the lenovo call close report
else	Waiting a week for parts
else	The only thing was that when I contacted support, they told me to ship the laptop and emailed me a shipping label.  I scrounged around, had some bubble wrap and felt confident in my packaging to securely send the laptop.  Then, had to drive 45 mins to my nearest fedex drop off spot.  The next day I received an empty box and a pick up label on my front step!!!  I was really surprised the support person did not tell me this was going to happen.  I could have save a lot of time and hassle had I have known that was coming.
else	I would consider the support better were it not left to me to track down progress, estimated completion date, etc. Plus your website was not functioning, so it required multiple calls to check on status and my timeline was particularly concerning because, as I explained in the initial conversation and throughout, I was in the U.S. temporarily, and it was urgent I receive the repaired laptop before leaving for overseas for the next year. the even greater concern is WHY the device DIED after only 1 1/2 years.
else	Actually have the Mgr call back and also fulfill the request on the product that's under warranty
else	Train your phone employees better.   I tried to order Windows 7 CDs for my laptop.  I was sent to a department where I had to order 5. Another person said it could not be done.
else	Clearer communication in regard to process of parts being delivered ex. Who will bring the part/parts, by shipment or a representative. Also, following through with phone communication.
else	Not have so many parts get put on backorder
else	Better service tracking
else	Fix the issue using the part I had paid for instead of sending the laptop back still broken
else	Send me updates and also send me my computer back
else	Problem not resolved as I have not heard an appropriate response back
else	The only thing that I'm not a fan of is how to enter a support call @ https://www.managedtechnicalsupportaccess.com/mtsarva/lenovo.html. The site is not the most user-friendly to create an issue. Once an issue is created, however, the service is fast and exceptional.
else	"I deeply believe if a product can last need to start from Sales.  Sales person need to know their product in and out and not just cheat users to buy and earn commission.  We were cheated to buy docking that not able to charge and sales team never mentioned at the 1st place.  Maybe when they quoted me the useless docking, they didn't even know the docking can't charge.the notebook at all. Now having problem and you know what they said? ""no return policy""!  BTW, they even try to bundle in the so call premium support in the equipment already come along with 3 years on site warranty in the quotation without even mentioned about the premium support until 2-3 mail of enquirers why the price was higher, only then letting us know.  That behavior is indeed no less than stealing. I put 2 points of satisfaction level is because the 2 points is for the technical customer support center.  Their are friendly and knowledgeable but unfortunately the satisfaction level was dragged down by the local Sales team; else it would have been 10.I don't just blamed local sales team as I have all the email support, please do approach me for detail if needed.  My email address is mchia@kcc.com."
else	Keep ticket updated online. I had to phone the desk on 5 occasions to find out the status of my ticket.
else	Not run out of engineers so there is a delay in the service and then not send the wrong part so it is delayed again
else	Make your idea pad with enough storage space to support windows updates
else	While it did take only one day to resolve the issue, it still took way too long -- was on phone w rep for about an hour maybe -- to resolve thiis issue, which was not a major one. BUT... prior to even calling a rep, was on your website for TWO hours trying to troubleshoot on my own. Also, did not appareciate that the phone number for help with a real person was burried within site and very hard to locate!
else	Send all the parts in one go
else	The software update is not good at all. It seems that the software is having some bugs & is not genuine. Also the performance has been reduced.
else	Make the phone line clearer as I found it difficult to hear and the accents were very pronounced.
else	My mobile having hardware problem in vibration and they simply update the software. Still I am suffering from same problem.
else	If the customer is not aware of technical stuff. Please do not drag them to do. It would be really good if you could arrange a service person to visit and check the machine.
else	My wife and I both had the Moto G4.  After running an update they both stopped working.  Hers was under warranty and Motorola did a great job replacing it.  Mine unfortunately was not under warranty, so there was nothing that could be done.
else	Prefer technician to come to resolve the issue rather than trying many errors myself
else	I had to enter this request 3 separate times in order to complete the request. The first request was completed days after I received my faulty new laptop. This request was cancelled without notification, as was the next request (which was submitted weeks later when I called to inquire about my request status). The third attempt happened to be just outside of the 1 month warranty replacement policy, meaning I had to send my laptop in for repairs, even though I had actually submitted 2 previous requests well within the 1 month warranty. This was extremely frustrating. It seems very logical that I should be notified when my request is cancelled... Why is this not the case? My laptop was useless, and this prolonged the time I had no laptop to use.
else	Answering calls more quickly
else	Send the parts to the on site support person faster. It took almost one month.
else	Make initial contact with the service tack easier
else	Keep clients update with news even after public holidays
else	Improve wait time.
else	why did it take so long  and take so many phone calls to get a date when the engineer could come. Reported on 22nd Dec , called on the 4th Jan , 8th Jan , 10th Jan and 11th Jan wasting hours as it was always on hold.
else	"allow a bigger ""return"" period around Christmas time. I originally bought this in early november as a christmas present for my mother, when she opened it on christmas it wasn't working correctly. Lenovo didn't allow me to return the item as it was over 14 days, they should allow a bigger return period around christmas time; I was essentially being punished for being organised."
else	They sent my finished product to a different address from my return address and never apologized for the inconvenience I had to go through.
else	I never got a response from technician.
else	A replacement should have been sent when parts were so late being received and wrong part was sent.
else	understand the issue before sending parts
else	Get the parts right the first time. We will be contacting your account rep.
else	be more proactive in the urgency to turn around a unit to the customer
else	They sent me the wrong part, and said I would not be able to return it for a different one.
else	Support being out of country are sometimes hard to understand,  yet are nice and try to be helpful..  Communicationwith repair facility is very poor.  So called case manager doesn't respond at all. Should be a supervisor I can talk towhen needed. Should be a way for customer to contact repair facility in Tenn. directly for updates.
else	Resolve my issue the first time, not tell me I can go places for warranty service I can't, and not forget to include my power cord when returning my device.
else	The packing job for returning my computer was unsatisfactory.
else	Not ask customer to do technical work
else	Still waiting for an update.
else	To be able to fix a problem straight away instead of coming 4 times. Also replacing parts with reconditioned parts.
else	Have more experienced telephone supports techs. I had to ask 3 times to get him to let me talk to a manager, because he was not resolving my problem.
else	Work not completed on Time still the phone is with you people why the hell are you all even asking for feedback
else	The wrong part was shipped the first time.
else	We sent away this customer's laptop and it was returned with no fault found. issue is now worse than when it was sent away.
else	Improved resolution time of the replacement part
else	Laptop did not function properly when returned. Sent back for a third time
else	Provide better step-by-step progress, tracking information.
else	Support technicians need the ability to actually talk directly to customers if online support doesn't work.  Some people don't have the technical know how or expertise to carry out some of the necessary steps in order to resolve their problem.  If technician/support person can talk directly to them on phone would ease customer stress & help to resolve issues faster & easier.   Also support personnel need to really listen or ensure they understand exactly what the customer requires.
else	Have the newly manufactured item tested before shipping out to client's place, so that client won't experience part failures upon receiving it.
else	improve screen resolution quality
else	The process to get a serviceable phone was ridiculous, and I did not receive a charger with the new model that was sent. The old charger is not addequate.
else	greater communication around return times
else	"I purchased a new Lenovo laptop. I called to get assistance with disabling the ""tap to click"" function on my mouse. It took a few calls, talking to various people and being on hold, etc., only to finally have someone tell me it can't be turned off."
else	1. Provide contact number so that customer can speak and COMMUNICATE2. RESPOND (We don't need automated mails3. Be RESPONSIBLE4. Fix time-frame of 5 days to resolve issues. Lead time of 30-45 days to get part for a laptop is UNACCEPTABLE and UNBELIEVABLE in today's scenario
else	Update drivers on the Lenovo webpage after major Windows updates.
else	Better follow up, accurate follow up, was told a main board needed to be replaced, second rep via phone who helped me said saw nothing of it, received back over 1 month later, indicated HDD replaced, one rep was very rude, one was great and actually got the ball moving, wish i could remember his name because he should be in charge.  I WILL NEVER PURCHACE ANOTHER PRODUCT FROM LENOVO, WORSE EXPERIENCE EVER!!!
else	faster server with online repair status in which I can contact the technician direct with any questions.
else	The rep on the phone didn't even update my name, so I becomes John...
else	The laptop which i brought itself worst product, always something happen, this time they returned quickly but pervious time they took so many days to return it..  Please advise them to return it quickly..  Thanks..
else	Accurate information about where parts will be delivered and when. I for a different answer every time. The last time, the person read the same script to me 3 times.
else	It's now too late for Lenovo to improve my experience as I've contacted a consumer rights company and returned the device to the retailer where it was purchased.
else	No one responded to my support request and I couldn't get through to other means of requesting support such as the online chat.
else	Beings this is the 4th warranty replacement phone I have received and the representatives have only been able to find one claim is very frustrating. To me it is obvious that representatives are not properly biting accounts or not properly in putting customer information. Hopefully this phone will not do the same thing the other 3 have done. Would have really appreciated at least getting the 2nd generation of the Moto z force for all the Hassel I have had with Motorola and their products. Its seems as if there is a software issue with the 1st generation Moto z force. And from doing hours of research, I have gathered I am not the only one that has had this issue with this phone. I have the 2nd generation as well and seem to not have nearly the amount of problems I have had with the 1st generation. When is enough enough with the problem phones i have received from you guys?! BEYOND dissatisfied with Motorola products and customer service.
else	Less background noise. Hard to hear the operator
else	Not have a part go on back order, then tell me that if you are to escalate the issue that it will add 72 hours to the time frame. I found that ridiculous especially since every product we purchase has the on site warranty repair
else	improve in engineer response from technical call center
else	Making touchpad error proof from bad update
else	"This was the second time I had to send in a new computer (purchased in June 2017) for repair in less than 9 months -- for the same ""no power on' issue."
else	Faster response, accurate status, first time fix, email when parts hold, email prepaid label instead of waiting on box
else	just waiting time.
else	faster return date, read message on paper about fixing fps drops
else	Phone replacement went as planned.I was told due to the fact the charge port on the phone and the cord melted I would receive a new cord. Charge cord was never received
else	listen to the customer and speed up this feedback process that takes over 2 weeks.
else	improve resolution speed
else	repair product faster
else	I was told that replacements for my Moto X were out of stock and was offered a Moto Z Play 32GB instead.I accepted that offer and immediately purchased some Mods for the expected Moto Z from a local source.Later I received a call from customer support saying that they were not going to honor the offer of the Moto Z as a replacement.This is 100% unethical and extremely bad business.  I have purchased multiple Motorola devices in the past.  This poor customer service experience, which ended up with me being stuck with mods that I can not use, will cause me to reevaluate my relationship with Motorola in the future.I believe that I am owed some form of recompense because I was made a promise that was later rescinded.Is there anything that you can offer to make this right?
else	sent wrong part 1st time
else	While I'm disappointed that I was unable to receive a CDMA/GSM unlocked phone as a replacement for my Moto X Pure, I am quite satisfied with the substitution of the Moto Z Play.  However, because the phone is GSM only, I did have to switch my carrier, which brings some uncertainty as I get to know the new carrier.
else	Too many questions to return my phone and the one i got its not working properly.  Not happy.
else	Improve on the resolution time.Lenovo advisory advises to immediately power off the equipment due to risk of fire but the support took 3 weeks to come onsite verify & rectify the risk.
else	sometimes the SP service can be too long because they are waiting on a part from Lenovo.
else	My screen was damaged when I received my laptop. Why wont you answer the phone. Please contact me.
else	Quicker response, its taken 3 weeks to finally arrange a pickup for the laptop Im returning
Agent	Support agents NEED to be trained better to resolve issues. They also need to be aware issues reported are numerous, and have studied their own sites for similar complaints!
else	Make sure field techs have updated training.  Tech was not aware that T480s keyboard replacement does not require removing the case.  Was also not aware of the USB Type C charging.
else	The service from the time I mailed the phone until received was superior, however the phone customer service was a frustrating experience because each agent handled situation differently
else	I never spoke with a person on the phone. I was not able to get someone to call me back.
else	The computer will not boot after being returned from service center
else	Better technical support response
else	It started when I spoke to the service lady on the phone, she sold me shipping for my computer for $15, and once I paid it online, she then rescinded the offer and told me I would get a refund (for which I have not received yet). She also told me that the described problem with my computer was a known hardware problem, for which I was never notified of and should not have had to pay to send it to be serviced. There was next to no communication once I sent off my computer to the depot. There were only emails that indicated that the computer was recieved and then the repair completed. There was no indication that my computer was being shipped back. When I did recieve it, the delivery company that was used, left the box in plain sight on my door step when no one was home. I spent  $60 to send you my computer, that is under a year old, to your company. I felt tracking was important, because I spent a significant amount on the computer from costco ($1000 with extended warranty). Who knows how long it was sitting out there for. Unimpressed. I feel completely dissatisfied with the customer service I have received from your company, and will never purchase your product again.
else	"I got an email saying a part was coming, but no phone call. That may not have been your fault since my own company's IT people originally sent you the referral I needed help. It ended up taking over a week for the part to actually arrive, which mean all that time I was using a computer that had a screen that had ""double vision"" and incorrect color so it was extremely difficult to get any computer work done. The computer repair man set up an appointment ahead of time, which was great. Then the day of he called to say he would be there in 30 minutes. An hour later he called to say the part that was sent was wrong and he had to reschedule for the next day. All of that was very frustrating. However, when he learned my location was going to be different he offered to pick up the part where it was delivered to and meet me at my other location, which was really helpful. The repair itself only took half and hour so it didn't take up too much of my work time waiting for it to be done. The repair people were polite and professional."
else	Go out of business and never burden another IT department with your sub-par products.
else	Pretest parts.  The first replacement main board was defective.
else	Dispatch parts a faster.
else	Make a tracking system
else	First of all if a customer is facing issue your duty is to correct it.but not to give excuses as they always give me to me  and if you are not able to find the solution replace that particular part that is creating problem to the customer rather than tellimg him to try for at least one more time
else	third party vendor dragging issue without resolving it.
else	not meeting the SLA that purchase on the system, part delayed and nobody is following up to inform. Main issue the service SLA always not meet.
else	Spare parts quality is not good
else	Provide updates to customers regardless of what is happening behind the sceens. I received no update in nearly two weeks and I had to call in multiple times to get no answers. Unacceptable CS.
else	provide a faster service, have telephone staff that you can actually understand, provide email updates, provide swifter updates - we never have had issues with Dell warranty support, Lenovo support has always been poor
else	I am so frustrated ... after nearly 7 weeks and very little communication I received my computer back.  The main repairs were made but a FRENCH keyboard was put on my machine as a replacement for the English.  When I immediately called all I received is the run around.  I still need to follow up and get it fixed but I have not been given any assurance that it would not again take a very long time.  It seems that someone could hold the keyboard to fix this mistake.  Mistakes happen but ownership of the error and a plan to fix it would go a long way.  Please call me if you need to discuss 919 632 7705.  BTW - the call center is not to blame it is the policy.
else	The wrong part was delivered twice
else	Decrease the amount of waiting time for business users and improve the quality of agents knowledge
else	Ease of contacting the technical staff and faster resolve of issues.
else	Correct sending out incorrect emails regarding status of parts
else	Lenovo can follow the correct procedure and deliver a latop with the image/build for our operating environment. We received a laptop we cannot use and I had to speak with contract management and Lenovo again to advise them they need to arrange with SXIQ for a built laptop to be sent to us that we can use. In talking with the representative responsible for the resolution of this issue he mentioned I would have sent it away to SXIQ for the build. To which I advised lenovo didnt follow the correct procedure and they are responsible to arrange such things. Further unnecessary delays imposed which is unacceptable.
else	Representative entered wrong IMEI number which caused a huge delay and the result in tao different payments inwhich i have not received a refunded payment for yet.
else	I wish Lenovo will provide the Tech will all the parts needed for the install to prevent the tech from coming out for a second trip.
else	I have issues with the phone from the begging and had to call about 6-7 times to fix a problem I did not cause. Because your company messed up my phone has a dead pixel and now is not under warranty.
else	better visibility to part availability; also part stock at Seattle DC
else	Onsite had part then opened and it was broke.  Then set to repair center they claimed I broke the computer and would not fix. Had to explain that it was the onsite repair guy who tampered with the computer. Finally being sent back. Next time I will not fool with onsite
else	Customer service took long time to get back. USB recovery media for multiple machines not provided
else	The operator misspelled my e-mail address and when I rang up to see why I hadn't received an e-mail as expected the 2nd operator assumed he knew what I needed but sent me the wrong information which meant I had to ring a 3rd time.
else	Increase field technicians to speed up resolution of the cases.
else	It took too many steps in too many departments to get my warranty information updated.  Its been almost 2 months and the computer still doesnt work.
else	Not everyone owns a printer so could you send a label to return & if you have 1 computer how do you print it anyway?
else	Cut down on times to accomplish repair
else	More communication between all parties: support, shipping agent, technical support and customer.
else	Please send the part.
else	1. Let me know you are actually attending the building before showing up.2. Make sure the parts you are bringing actually work.
else	Figure out the problem before throwing (wrong) parts at it.
else	Ensure the warranty on site service on timely manner.
else	Constant updates
else	provide the service on time and in a convenient way.
else	do more careful diagnosis, we sent it back for three times but the laptop was still not fixed. Finally, it was fixed by replacing the motherboard. The quality of thinkpad is questionable and unsatisfied. The motherboard went wrong within 3 month of purchase.
else	Computer was returned in worse condition than it was sent for service jn
else	Improve the technical service. sending 2 times the same wrong parts when they got all the information i could provide is a waste of time
else	Depot service was too slow with a parts hold, took over a month and was not repaired in a timely manner. Can be improved by sending customer the replacement part quickly, or replacement machine which I have accepted after multiple attempts of case escalation.
else	reduction in issue logging until issue resolution
else	early response
else	real time updates send via email or text messages
else	Provide better and clearer instructions for removing the cover in order to replace the hard drive.
else	Shipped defective and received the replacement 2 days later!!  AWESOME!
else	If the computer is waiting for parts, then it should be listed on the web site. There was no information listed once the system had arrived at the repair site.
else	Lenovo should update the status from time to time.  Issue was reported May 2 and until now not yet resolved.
else	No return phone calls or promised follow up calls.   Customer support well below par
else	Wrong part was received and had to be re-ordered. I had to chase with the end user to verify that an engineer had attended and completed the service as the service request was closed early and incorrectly
else	Clearer tracking of when its being worked on ect. Online monitoring did not work
else	Faster resolution and time reduce
else	Faster spare part replacement
else	Getting computer parts shipped faster, offering to send in the computer for better service.
else	Lenovo can provide an exact fix, rather than a guess reboot of my laptop that failed and I lost valuable costly software because of this. The issue was my laptop mouse pad stopped working after windows update, never buy Lenovo again!  Never had this issue with HP or ASUS. If I don't get this fixed I will do reviews on the Internet of my experience with Lenovo and advise family and friends.
else	They should collect and return the laptop. The service centres are so far away. Ot at the very least you should have a service centre in the north.After servicing i realize my battery life is very very poor. I want to send it for servicing again but i have not does so only because of the distance and lack of time.
