tier_1	comments
else	Send me the replacement part directly
Agent	no one likes to be put on hold, but i realize that's life.....
else	The technician did not return.
else	Pls. Inform to dealers regarding update warranty on time when selling of product
else	It took over a month to return the repaired laptop from Lenovo's depot. Very unsatisfied with amount of time involved to receive the laptop.
else	Shorter times between ticket entry and acknowledgement.
else	faster response from start to finish....better communication in the lead-up to the fix, 3 garbled and confusing e-mails prior to the technicians visit was ridiculous.
else	The first line technical people on the phone need more experience. Also they should speak more clearly and have a higher quality phone. all repair persons should be briefed to update bios with motherboard replacement, if indeed that is your policy. All motherboard replacement should include sufficient thermal past application and cleaning of the fan vents. (The second person who was so excellent did all this!)
else	First the phone  I brought as a gift , after 2 days the person whom I gave this gift returned back to me saying it is not working, given back to the shop where I purchased their behavior was not happy enough, still it is not working properly and I am not using it and I will not will anymore Lenovo, thank you
else	Reach on time
else	Engineer did not updated the S. No. and model No. after replacing the system board. Very poor service.
else	Provide exact time when the technical support staff will visit.
else	Fix all of the issues so I don't have to return the computer again.
else	include lunch with laptop when returned or lcbo gift card (wink wink)
else	Problem with fingerprint NO longer working after windows 10 1803 update
else	I am getting issue in windows update. I don't know how to fix it.
else	After 6 failed attempts by Lenovo support to fix my issue (which was simply to replace the LCD panel on a laptop) I had to contact my Lenovo account representative who took i upon himself to get it fixed.
else	The return time was no where near that promised of one week. I had to wait about a month just to hear back. It would have been nice to see more information on the repair status.
else	make sure that customs who have not got printers you should put return forms in the packaging
else	ship better replacment parts
else	My Lenovo stopped working after a windows update and I find that completely unfair. If I didnt have warranty I would have just bought a new computer and never use Lenovo again. As for the service, the repair time was excellent I received my laptop sooner than I thought, but the process before took days. I kept meeting with new people and they wouldnt believe what I was saying so I had to go through the same process over and over again.
else	Can't fix it on the phone, so I request to get to log a request and bring it to service centre.
else	The telephone service is much better than the chat service.  Maybe, emphasize your telecomminication more.
else	Fix on time
Agent	Problem was not fixed and a follow up would of been helpful.
else	Get the parts sooner
else	attend the service call on time
else	Increase the transparency of service process for increasing knowledge of the customer about his/her product.
else	Job has not been completed, part delivered to me 4 days ago. Waiting to hear from service tech.
else	Tech was supposed to come to my house to fix my unit within 7 days .has not showed up. Service update says issue has been fix and service order closed.
else	You still have the laptop and it's waiting for parts.
else	By responding even quicker , say within 24-48 Hrs , just ot give quotation it shouldn't take that long
else	A slightly quicker response would have been a bit better, since it took about two weeks - and the pickup and drop-off was separate, which was unclear through the email; and I had to call Lenovo back to make sure the faulty device was being picked up.
else	The motherboard I received initially had a USB port that did not function. Basic tests that included testing the board would be good before items like a motherboard are shipped out. The countdown on the days to report or return a defective component should start the day we receive the package, not the day it is shipped as delays may happen during shipment that are not influenced by us. After giving the motherboard back I was able to receive a working one.
else	Better communication, speedier repair by technician, send the right parts.
else	There is lack of technical resources at your service center. If you have sufficient resources, your technician can quickly diagnose my problems. For my experience, it took 3 days.
else	Have your parts available and have a better customer service with you call centre agents
else	dont give your engineer on site faulthy parts again
else	I have been struggling with Lenovo 450 S bought new from dearer, 2 Times it has already gone to Depot for repair but the problem resurfaces, now the key board is not working and unit has always been extremely slow n difficult to work with , my request to replace the unit was overlooked every time it went to depot for repair and process of fixing the unit n return was extremely slow n cumbersome, had to make numerous calls to know the status & request to fix the unit & return. Overall extremely bad experience & I dont plan to buy Lenovo again and moving to another brand for my second laptop.
else	Please be more thorough on troubleshooting before returning the laptop to the customer.  My case is not resolved and I am returning my laptop for the 3rd time with the same issue, hissing noise.
else	Purchasing NBD Service is a waste of money and time if Lenovo doesn't have the parts in stock. I understand that back orders happen. But, that is not the fault of the customer. That is a process of supply and demand that Lenovo needs to manage better.
else	Couldn't help me transfer data from old to new computer.
else	charged 500/- saying that sim signal is not getting recognized because of corrupted software update. Just updated software and handed over to me. Next day i again went there as issue still exits, then they said its SIM issue. They could have done this preliminary check before charging me. Un-necessarily wasted 500 bucks
else	I had sent this in twice for repair..... both times unit came back with more cratches all over it
else	Resolve the technical exercise, from your end.
else	Very few updates. Very poor methods of communication. Service website is basic, uninformative.
else	I was told that I was going to get a replacement , but now its a store credit. The store states that they will send it off to there repairers so I will be without one till they have done whatever they are going to do!!I would like a letter stating that Lenovo will either email them or send me a letter stating that I am to get a replacement model / tablet. When I drop it off, not wait around. I use it for my Business activity daily.This is the 2nd lenovo that I have had troubles with and if it isn't settled soon in my favour , I definietly wont be buying another . I will most likely go back to apple. They seem to have better units and customer relations. Disgruntled.wayne
else	Your customer service is inadequate the supervisors are unprofessional your upper management is probably the only way they're there is because it's the only job they can do. Just total Mayhem ridiculous.
else	Better communication between department on the status of the laptop.
else	Waiting to be contacted
else	Communication and speed up your time, I had to call for an update multiple times
else	Because one time I go to repair the product when I used to find another faulty in my mobile such as volte not showing that's why i go second time.
else	Actually send the part in a timely manner
Agent	Allow your service agents to go off script so we can really figure out what the issue is.
else	Lenovo Soft ware updates Automatically when computer is in operations
else	Better telephone system to get to the right person
else	What caused me to contact you was, during an attempt to update my laptops bios, a warning box opened, telling me the recommended update was only for laptop models that appeared to be different than mine. This was confusing,since the update was recommended by your website for my laptop. The rep didnt explain that this was not a problem. He just installed it for me. He was efficient & polite. He didnt explain that the update would return my function keys to default mode, which I later had to learn how to fix in the bios.
else	I have received 4 compromised devices in trying to get warranty service for my phone. Your repair department in Texas is not checking them prior to shipment!
else	Increase resolution time, if takes longer time to resolve issue at least provide a replacement laptop.
else	Not to have the problem reoccur.
else	Better communications on parts ordered and shipping status.
else	The reason for the weird behaviour of the mobile was not explained and how was it rectified..It was just told that we have updated the software.
else	i had a software issue,they updated the software
else	Better updates of progress
else	Get the parts in. Parts are back ordered.
else	Get parts faster.
else	please update your store locations correctly
else	brought wrong part
else	Make repairs a little faster
else	Provide a shipping label to send item TO you.
else	Regular update on the development..
else	I just wish it was a little faster turn around time or if we were asked about rushed shipping
else	Improve the customer/technical support line, the wait times are horrible and they constantly put you on hold.
else	Able to arrange on next business day on site support unless parts not available.
else	Send the correct part, have support reps actually say something in the chat instead of leaving after 1 minute without even greeting.Isaiah BrowningChatting with Isaiah Browning.12:39 PM:: Isaiah Browning has left the chat ::12:40 PM
else	Send me a confirmation when they receive the laptop. I didn't receive any kind of confirmation until after the laptop had already been shipped back and returned to me.
else	Arrive on time
else	Nobody came for second service request.. The first service request went to great Britain. So no one ever came.
else	staff at customer care center at Jayanagar needs to be trained properly. No professionalism.
else	repair faster
else	more feedback during the process: shipment received, replacement sent, etc.
else	They did not offer a solution, my Tech Team needed to create a solution and we still live in fear of the update that could crash my computer
else	In my opinion, on site service can be more difficult than just sending a machine in to the Depot where they have all the parts available.
else	Since call drop is very frequent in India.. would request the technical support team to immediately call back the customer in case of call drop instead of asking the customer to recall back the technical support team and try to locate the concerned technical person to whom he/she was communicating earlier... Amazon does it.. will be great if Lenovo also does the same..
else	Provide better information regarding parts availability and status.
else	Improve the knowledge of your people
else	get the correct parts and tech to the site next day which is the contract we have. It should have not taken 30 plus days to repair.
else	Ship computers complete with all connectors secured. Be able to ship parts that were missing.
else	Wrong parts were sent originally.
else	This feedback is too lengthy.
else	Have parts in stock when ticket is submitted. It is hard to get next day service if you don't have parts. I believe my company has paid for next day on site service.
else	Response is not good and as informed I didn't got any call from service centre on update. If I tried to call phone number given is not working.
Agent	Less hold time while the support staff was trying to figure out what the problem was.
else	I have submitted a new request for a technician to return, but have not.
else	I had to some extra diagnostics before we got to the resolution. I was perfectly happy with the service.
else	Lenovo sales needs to extend the return policies for their outlet products.
else	As I was unable to solve the problem with over the phone assistance my laptop has been sent to your facility to be serviced there.
else	You knew that the y520 had issues, i as well as a well informed consumer knew the risk. However did not expect a resolution to be over two months. The process takes way to long
else	Every time I request service like this, I get the message that the part needed is out of stock, which delays the process by about a week. However, once the part arrives, the rest of the process is very quick and easy.
else	This visit was only necessary because a previous repair visit had left a critical part out when re-assembling the device. Also, this engineer was given the incorrect part so had to visit again.
else	Provide the telephone number for technical support to new customers who purchased a computer with premium service extended warranty.
else	Couldn't help me or make a sugestion as to how i could transfer my data.
Agent	This is not a complaint for this agent and in particular but for Lenovo support in general. Please align your support team so that they provide consistent information. O have now had 3 calls surrounding the same issue with Lenovo support. The first call directed to me to Best Buy as they were unable to identify the underlying issue. Best Buy thankfully didnt charge me for fixing the problem with my brand new laptop but informed me that typically would. In the second call, the agent brought me through a series of steps and told me to call back to do a factory reset when I had time after work. When calling back to do the factory reset, I followed the exact same steps as I had with agent 2 to be told that I actually cant do a factory reset and that I need to send in my laptop for repair WITH A 9 BUSINESS DAY TURN AROUND TIME. Besides the number of hours Ive spent on the phone, running to Best Buy, and generally unable to use my laptop and taking hours of my workday trying to reinstall drivers and connect to the internet - a 9 day turn around time for a laptop that is less than 2 months old is unacceptable. The third agent was extremely rude when trying to explain why I couldnt do a simple factory reset over the phone. I will now return to Best Buy to try to resolve the issue for the 4th time. If the issue is not resolved I expect that lenevo return the laptop for a full refund to reimburse me for all of the time Ive wasted with this.
else	Please upgrade the standard of your executives, every time your executive call us after office hours of after 8 PM, which is not up to the mark of professionalism.
else	Lenovo can improve the quality of knowledge of the visiting engineer in terms of data recovery and Windows reinstallation
else	I received a replacement device that was not compatible with my cellphone provider. And every time I called to see if I could get a phone that was compatible I was told that I was only allowed to get one phone per warranty, regardless if it was compatible or not. Eventually I got tired of getting the run around and went and bought a new phone from a store.
else	Get a service engineer to contact me to arrange visit!
else	Write the correct phone number and send email of acknowledgement after each phone interaction. We waited 2 weeks for a new device to be serviced
else	When I bought the Lenovo phab 2 from flipkart on 17 March I received damaged charger, as I had given the phone to my mother who lives in a small city I had no option than to wait to get the phone back from my mummy once I meet her. Then I got the phone on 17th June from my mother. As per my bill I have 6months warranty on accessories,so thinking that I went to Cell point in Gurgaon for replacement of adapter they denied   and said they cannot do that. I told them my phone gets heated up while on call and charging. That is due to the fact my mummy was not using the original charger which was causing overheating to the phone. They did not repair my phone. Customer care is also not helping me . How do I use this phone now ? What if the phone gets blast due to overheating? Who will take the responsibility for this?
else	Not much for this particular issue. This was handled expertly and with care. I have no significant complaints about it, aside from having to wait a little longer for the technician to arrive than I figured. Part of that was my own issue, as I did not specifically request a repair technician from the beginning.
else	I was expecting that the damaged SSD would be returned to me to extract the important data from it. If you are charging exorbitantly for return services, just to make sure that the customer does not pay and goes unsatisfied. How can you bring that customer back? I am strong promoter of Lenovo products, but this time i was let down. They were asking INR 15,000.00 for a damaged SSD.
else	Not take 7 weeks to deliver a spare part
else	they can ship out the parts a lot faster.  right now you seem to take days or upto a week.  that's not acceptable.  you used to ship out parts a lot faster, even the next day. what happened to that?
else	The https://www.managedtechnicalsupportaccess.com website is terrible.  Everything else was fine.
else	More direct phone communication; progress updates
else	The part was shipped but never heard from the onsite technician. After a week, called back in and phone support tech said they would contact the onsite manager. I then heard from the tech and arranged for them to come fix the laptop. Don't know where the disconnect was.
else	You can't you wasted so much of my time by not returning a working computer, requiring me to follow up non-stop for updates and escalations. Yet half the calls are not tracked as they use different systems. I stop counted at 10 hours on the phone with your people.
else	I was never notified that my laptop had been received and didn't know it was done until the day it arrived back at my home. I would have appreciated at least knowing that it had arrived for repair.
else	Wish the turn around time could have been faster.
else	not broke any part when replacing something
else	I am still waiting for computer expert to come from holiday in order to hopefully save some data
else	Fix the issue - Still waiting for a call back. The support person threw up there hands and said they were stuped and she would get a more experienced resource to get in touch with me to hopefully fix the problem
else	"I was never called.  The issue was not resolved.  The ticket was closed without addressing the issue at all.  When I inquired about why the ticket was closed, I was told ""You'll have to open a new ticket""."
else	Improve the support web site, make it part of the general web site instead of a separate very old looking web site and at least send an email acknowledgement when you have made a request.
else	faster response to scheduling Laptop fixing
else	Faster customer response time and resolution.Spare parts must be available at the nearest location.Train your engineers to give customer a satisfactory experience.
else	Did return power cord
else	Don't damage the devices sent in for repair; provide tracking information when devices need to be sent in a second time
else	We pay for next day onsite service and are always waiting for parts that are on backorder. Either make a higher quality product, or stock more parts so that things get fixed in the time frame that we pay for.
else	Not use refurbished parts that may have problems of their own. Try to use new parts as much as possible, at least for the latest computer models.
else	faster response
else	Answer the phones quicker. Respond to chat requests quicker.
else	Service Engineers are very bad, they don't know how to remove the base panel those all are juniors & freshers,engineers are damaged the screw parts
else	Put people on the phone that speak ENGLISH!!!
else	They return laptop without resolution. Never used.
else	Literally anything. On-site repair took almost TWO WEEKS to complete. Updates were virtually non-existent and the ones that came directed me to call UK support. Tried doing live chat to get updates twice and waited almost an hour both times and NEVER GOT CONNECTED. The local tech had the part for SIX DAYS before I got a call to schedule. I love my Lenovo but I will NEVER buy another one. I purchased it for one reason: onsite repair. I've certainly learned my lesson. Your customer experience is abysmal. Seriously.
else	it takes unusually long time or website fails even to create a support ticket.
else	Improve comms with status updates & faster turnaround
else	buggy website, technical staff (costumer support) and service centre
else	The operator was very reluctant to arrange for the replacement of the reported faulty part from my thinkpad.  I later learned from the operator that they are being outsourced and every part they replace will incur a cost on them, hence they are more likely to deny replacement until it is not possible before arranging the technician to replace.  Honestly was very disappointed with Lenovo for such a bad service for their thinkpad line.
else	Give better updates and dont say how long it is going to take if you dont know
else	Lenovo took 4 months to return the laptop so a much faster turn around would be nice.
else	still waiting for replacement
else	Please take feedback on the service center itself.
else	Don't like having to negotiate the return costs.
Agent	Please ask the agents to speak slower. I had to ask the young man helping me to do so. I have a hearing impairment and it was difficult to understand him because he spoke quite quickly with an accent. I asked him to speak slower and he did which made it easier to understand him.
else	Quicker follow up after the shipment of the replacement parts.  The internal IT person was surprised that I had not heard from Lenovo a week after the SR was opened and several days after the parts arrived.
else	Give status updates.    I couldn't even find out if the computer was received at the service center.   I also don't know why it took so long.   And I didn't even know when it was coming back.
else	Wait time on the phone before getting help
else	Technician should come to check system in second day after logging call in first day.Issue is not resolved yet.Please send technician urgently.
else	Replace this unit with New Old Stock.  Though the laptop worked fine for 10 days, it has failed again - the problem has not been resolved
else	More info in email updates.
else	Proactively provide updates. Make online chat work.
else	Reduce the parts delivery time
else	Believe the customer when they tell you there are issues and offer a replacement sooner than having to send the unit back 2x.
else	Stop asking for feedback.
else	A bit slow to get to the correct support number, and then a bit awkward when the part was back ordered, and then arrived without advance notification, and then a tech call to inquire into scheduling time to install.
else	Better communication about the error, possible resolutions, and alternatives.  Complete resolution as well.  For example, my machine was purchased with a Microsoft Office license, but that was not reloaded onto the machine before being returned.  This resulted in a further several days of working with Microsoft to return the computer to its former functionality and usability.  This was deeply disastifying.  When a complete solution is purchased and a less than complete repair is done it is very frustrating.
else	"No follow up on an initial email that stated a ""technical specialist will contact you to assist you further"""
else	Improve collection and return times. It is appreciated that it was the Christmas period
else	Awaiting delivery
else	Make status tracking easier to reach  by providing a direct link rather than two numbers.
else	This issue was caused by a failed bios update. A USB tool for users to re-flash good bios would be useful or a bios recovery tool made available could have saved system board replacement and a tech call out. Otherwise we were very happy with the support received.
else	Give a better update on service status.
else	Make clear what the call in of my product means, what it entails, what it will cost to repair. Good communication with te customer is vital.
else	quicker service, I know the part was on back order but it took a week to get in.
else	Speed up delivery of replacement parts
else	I have a Catalan laptop you sent me the link to do the update but it still doesn't work so I now have a product i can not use and can not send back!
else	Faster response time
else	better diagnose of issues and have parts readily available
else	Be on time as per schedule
else	Check the parts carefully before they are sent.  The service request indicated a replacement of the laptop screen.  On the first service call, the replacement screen was defective.  The technician initiated a request for a replacement part, arranged a follow up visit and completed the task efficiently when the replacement arrived.
else	No solution provided to update the laptop display.
else	keep track of the notes and instructions given you the telephone call centre staff
else	Solve the problem in a much more timely manner, and don't completely ignore my updates to the service request.
else	Faster delivery of sparepart
else	better feedback emails were not responded to with the result I had to ring as it was the only I could get information
else	Service staff does not provide logical solutions and refuse to waive off charges for damaged built in battery.
else	Expedite the process, deliver parts quicker, provide engineers in a timely fashion, provide service within the specified timeframes.
else	Had to wait for a part to be replaced
else	part should be sent to proper
else	Better communication and faster time to repair
else	Improve turn around times. Don't make me pay to ship your broken product back to you. Get call center employees that speak intelligible English.
else	Hire more people to take calls, my call bounced back hold three times when attempting to get this recall fixed. I tried the chat window twice and waited over thirty minutes for someone to answer.
else	Have correct part sent to tech to resolve the issue, after multiple attempts issue was not resolved.
else	"You guys need to get on the same page. Multiple times I had a tech deployed to my site when the part hadn't arrived. I also had a part sent to the wrong address and a rep call me to ask if I had received the part. When I pointed out they can look at the tracking and see the part hadn't arrived, they replied, ""that's true."" Great, thank you. After the machine was determined to need replacing, the phone rep told me they couldn't change the ticket, that the tech needed to do that. The tech told me that the reps needed to do that. Apparently none of the different departments communicate with each other. This is just awful. I was sent a box to return the machine in and no one has come to pick it up, apparently I need to have FedEx come get it or bring it to them. I'm extremely disappointed with how poorly this process has been."
else	Repair and keep customer informed - one IM service rep terminated exchange before I'd finished asking for resolution. As IT buyer for an oil company we are now moving back to Dell and HP.
else	Provide timely updates to customers and provide clearer instructions.
Agent	Actually follow up with my request. As I paid and you took my money.
else	I am guessing Mis-diagnosis is an issue when sending people with a limited amount of parts for a repair.
else	getting part sooner
else	Perhaps provide an update of what was going on, I understand that they will contact us after 5-7 days, but mine was at the later end of the spectrum, totaling 7-8 working days. So I thought itll be more useful to at least provide an update halfway when the problem has been diagnosed.
else	Make sure parts have been thoroughly tested when they a refurbished
else	Resolve the issue, update the tracking system so I can see the status. It still says no repair order is in the system and you've had my laptop for a week
else	My computer still does not work properly after returning it for the second time
else	Answer the call faster and send to the correct division  the first time.
else	"For the UPS collection, there was no tracking for when a collection would be made. The Lenovo email said ""within one or two business days"" and gave a tracking code, but there was no way to know exactly which day you'd need to be in for USP."
else	Fix the problem by shipping the correct part to replace the keyboard instead of making an excuse and blaming the customer to get out of the ticket.
else	Keep better track of the process, lots of miscommunication
else	Provide shipping details for parts
else	Ensure the product is returned physically in same condition it was sent. Replaced keyboard was unseated (coming apart).
else	More information about what how it would be handled before I received the email telling me the box had shipped.
else	Manage the delivery of parts better
else	Stop emailing me for updates that aren't necessary. If I lodge a repair request for a machine I have done the toubleshooting steps already and do not want to be asked to re perform these steps. It is a waste of my time and obviously if I am requesting external support I have tried initial toubleshooting
else	Everything. Sent the unit in for battery not charging problem. Never was I told specifically that I may lose my data. Never was I told that the motherboard may need to be replaced. Unit came back to me with a note saying that the motherboard was replaced. To make matter worse, the unit DID NOT EVEN WANT TO BOOT. It turned on but CANNOT FINS BOOT DEVICE.
else	No resolution to my problem
else	I bought this laptop less than 2 months ago. I think it's outrageous to charge $70 for a few minutes of fixing a brand new product.
else	Shorter turn around time my tablet was gone for almost a month, this being the second time, that's was almost two month that I was not able to use my tablet and I think the warranty should have been extended.
else	Please provide on-site support will be great for recommending the brand as per my knowledge
else	There seems to be a problem ordering parts.  I told both technicians that the power supply (the charger) is bad and neither of them showed up with a charger. The first technician was prompt and did replace my mother board which was bad.  He did confirm the charger and the charging port were both bad he would order both parts.  The second technician showed up with the new charging port and a extension cord not a charger..  He said it must be an ordering error.  He replaced the charging port on my laptop which was bad determined by the first technician.  At least that charging port was ordered right.  The second technician took a picture of the charger to assure  me that he would get me the correct charger ordered right away.  That was last Saturday.  I haven't heard a thing not even an email telling me that the charger was ordered or nothing I felt like I was in the dark.  So I finally send the second technician a email last Wednesday and he replied last Thursday saying that IBM services would give me a call.  That has not happened no phone call and I'm still in the dark and it's now Sunday.  So it's been a total of 19 days and my computer still doesn't work and all I need is a charger.  How simple is that but yet I'm still in the dark.  I'm getting extremely frustrated why cant a charger be overnighted to me, no technician has to show up at all for my computer to work.  I have to say what I felt happened is the second technician forgot about me and just to appease me he said IBM services will call me.  I'm still waiting for that call.  All I need is a charger sent to me ASAP for this to be resolved!!
else	We have Lenovo engineer at our location if he will get some spare part at site with him or faster part delivery.
else	maybe send email updates
else	Just better communications about timeframe and parts being sent.
else	Faster resolution, more local solutions, courtesy laptop, supply packaging, etc.
else	- Follow up on serviceI never once received an email or phone call on the status of my order other than when it arrived at the facility and when it left the facility. There was over a week where I heard nothing, then I called and was told it's being worke
else	Lenovo needs to order the correct part
else	We pay for next day service but it took 2 days to get the part here. Get the part here the next day. This is happening more and more and we are not getting what we paid for.
else	Took too long 3 weeks for a battery change. No feedback on progress, no one even answered the calls. Very pathetic service
else	Faster service!Even after escalating the service request, it still took weeks to get the replacement laptopUpdating your service request sytemAfter  replacement laptop had been confirmed, a tech showed up on site with the spare parts to replace the system board in the laptop I wsa going to send back (when the new one arrived)
else	Provide more that one part (motherboard and power supply) for the technician so that he does not have to come back more than once.
else	He called me to take the delivery and when I went there he told me to wait for another dayIt took 10 days for the whole process as he didn't have required parts
else	I got no instructions
else	Service center in Hyderabad is most unprofessional and not sincere to do the job. Whats the point of a center when they cannot detect and resolve the complaint the first time?
else	cut time waiting
else	Communicate the problem and resolution when returning the laptop
else	improve the logistics part of your value chain , it is the worst part of the whole support experience. Each time i have been delayed it because the parts arrived late , not available or did not arrive at all or at the service point, Your repair guys are good and the support reps need a little bit more friendliness. yOur stock  and delivery systems need a  complete revamp
else	My headphone jack is not working, as per your technical staff, 1 of 6 pin is broken and can't be replaced
else	Better informed technicians on updates
else	"When it was returned to me, supposedly with a battery replacement, the left side USB 2 port does not work and the whole computer is running much slower and odd things are happening.  Also the documents in my Lenovo file are no longer available to me.  I keep getting ""File path does not exist"" error messages.  Why would this be?   I think something else happened to my computer and no one at the repair shop picked it up."
else	Improve knowledge of the people who answer calls.  First person I spoke to wanted me to visit outlet when my company has on-site warranty.  When I queried this he said he would find out and call back, but never did, I had to call in again.
else	The engineer failed to attend the appointment despite we waiting in the entire day. I called twice during the day and was assured he would come.
else	Lenovo customer service wait time is ridiculous. I waited a half hour just for a 3 minute fix.
else	Send updates about my laptops daily
else	Multiple visits, multiple replacement parts. It's a mystery. Now speaking with customer relations about a replacement machine.
else	Many problems with the third party that conducted the repairs.  They initially tried to bill me despite my warranty, and the email they sent to inform me of that looked like it was a Phishing scheme.  It did not contain my Lenovo repair number, but rather their own number which I had never seen.  I would not click on the link until I called Lenovo and verified that the email was legitimate.  Upon following up, one of the problems was incorrectly diagnosed, and another was covered under warranty but they were apparently going to bill me several hundred dollars to repair the issue (this was resolved when I called).  Ultimately, all issues were resolved in a satisfactory manner, but I am not at all satisfied with the process it took to get there.
else	Please provide resolution and then close the service request.
else	Wait a few minutes after the replacement part is installed to make sure it works.
else	Have more parts in stock. Build more durable machines.
else	Acknowledge the issue faster and fix not a few days or weeks later. This has recently became an issue, last year the service was good.
else	Better parts, you had too replace my screen 3 times.
else	Confirm the parts that are being sent. In this situation the part was on back order but the part arrived soon after.
else	improve the quality of yourxcontact reps
else	Vibe is not supporting VoLTE and when software updated also it is not working. Returned set very late.
else	Faster ship time, more detailed updates as to what parts are replaced, returning product with all screws tightened
else	Better explain the parts delivery process.
else	Bring all potential parts on initial appointment.
else	Make seating facilitiesSMS updates
else	Nothing, directed me to contact Microsoft.
else	Repair problem, and then keep product to test prior to returning and having same problem occurring.
else	Get a better call center
else	Lenovo, can improve by working on the time that it takes to ship part or availability on parts as most times there is always a part out of stock, and that delays the process even longer.
else	Propose a shorter intervention time : I remained more than 24 hours without a functioning computer which is very long as it is my working tool.
else	Make it easier for a customer to contact you over a problem, the touch pad on my laptop which is not a year old yet, is not working properly.
else	Although there were hiccups in getting the spare part. The Lenovo technician kept me in the loop and showed flexibility where needed.
else	Provide updates on a regular basis for customers - I had to chase up what the latest was on the job and at one point it appears by doing so I actually prompted the job to move onto the next stage.
else	The replacement device received is already started to be bit slow in operations, need to monitor for sometime.
else	Its very difficult to find the Service center contact details
else	Have an option where people who pay premium for on-site and similar service get premium support.  I don't mind paying more, I just want faster and more reliable support and better updates.
else	Give more information and updates on whats happening and improve customer service
Agent	The System was not installed in the first instance and even after two month's of time the same is kpt idle without any kind of support.
else	I called for help and left my number for a call back.  When I got the call there was no one on the line and I waited more than 20 minutes but no one came on the line to help me. It was just a series of Strauss waltzes!  I then hung up and called back and got help.
else	Notify customer that packages are being shipped to their attention - all parts arrived without my being informed.
else	After sale service need improve they're communication between each section, such as I've to declaired every time when contact to lenovo that I had 2 warrantee but they're deny that my information was wrong, and finally at the end of conclusion my nb has 2 years warrantee.Moreover, the hard drive was claimed with noticed that the existing hard drive will be hold untill I back up my all data before return to company but surprising hard drive was return to company without any noticed from after sale team, Once again when contact to after sale as they're will proceed bring my old hard drive back for me found out it has been away out of country already! This is unexceptable all these are happened since I sent my nb to lenovo center on 7 March,2018. Wondering every time I always try call by myself.
else	Still waiting for the initial call back.
else	technical skill should be better.
else	Less wait time on phone.
else	This has been a sore spot since April.  Tech was sent out and part did not work.  Ordered new part that was on back order for over a month.  It came in and did not work.  Tech informs me that this will be escilated and box will be sent to sent unit back...that was almost a week ago, and no response or box.  Not very happy here.  In fact, very frustrated.
else	Test the laptop more thoroughly before returning. The error being given by the machine could be quickly classified as either a software/firmware update required, hard drive failure or motherboard failure. Testing was done on the Hard Drive by request of Lenovo at home, it passed the test. It was also then sent in and I assume the SDD was replaced (as stated on the ticket). The issue could have been replicated by waiting 48 more hours, and turning on the machine 2 times each day to see if it would fail.However, the machine was shipped back to me after the HDD was replaced. When I opened the laptop the first time back, the same error came right up.This is very irritating, first I ordered the laptop and had to wait way longer then originally stated by the order information. Then I had to pay 2 times for shipping costs when the issue should have been resolved the first time. The person this laptop was gifted to is a PHd student who now has not had the laptop for almost the whole semester due to this.. the machine was brand new. I wonder why it wasn't just fully replaced to start with.In conclusion, I am hoping that when the laptop arrives this time it will not have any defects.
else	First and foremost, a customer should never be charged to have a product fixed that was damaged from the manufacture. To me it says the company is not trustworthy, if I have to pay because the company missed a problem in quality control, then my money is better spend with a company that I can trust to fix their errors with out charging me.The people that I spoke with did a good job for the most part, however the phone system was having issues on two separate occasions, both times the customer service rep attempted to place blame on our phone systems, which I can verify where not the issue. As long as Lenovo's warranty service requires a customer to pay for shipping to have a device fixed that was not working due to a Manufacture flaw. I can not recommend your products for personal or business, I will also be recommending that Lenovo be removed from the County's vendor list as tax money should not be wasted having new products fixed due to failures on the manufactures end.
else	Provide UPS return labels instead of FedEx, most businesses have daily UPS, but I had to find a FedEx location to drop the box off.
else	responding with in the time scale stated.acting in the manner to which you are stating in your emails, ie: don't send the courier round with out sending the return postage labels first.  wasting his time and your money having to return the next day'
else	better contact between user and Lenova and not Lenova and government IT department.  I did not know about appointment until they showed up.
else	Your technical support and service need dramatically improving
else	Need to repair too fast
else	No change the quality and speed of having equipment return is second to none.
else	Support team has not concluded correct part. Due this field engineer could not resolve the issue in first visit. This has delayed the resolution.
else	I was told that phone would be available in 25 days and customer support guy had no knowledge and they simply wiped all the data and handed mobile to me saying problem is solved although problem was there only
else	parts delivery and its transportation should be improve.
else	Ensure part availability so repairs don't take 2 months, notify customers if there is a delay instead of requiring me to call multiple times and be transferred between departments
else	fix the issues i called about
else	Replace the laptop that's been broken for most of the time I've had it and been in for repairs FOUR times in nine months. Also extend the warranty since I'll obviously need it on this piece of junk. It has had 3 motherboards and 3 ssds in that time. This has been beyond ridiculous. Worst consumer experience I've ever had.
else	Shouldn't take more than a month to replace one part.
else	First the part delivery took time, the engineers  coming on the site not trained in properly by the Lenovo. The CPU was making noise but engineer went without attending  that issue, gave some reason for the noise issue.
else	There was no update on the service progress. I had to call up for the status after 1 week of wait. They did tell me when I gave it for service that on Monday they will call back and tell me what is the issue and how long it would take to resolve.
